,TLabel,Tweet text processed,Unnamed: 0,Unnamed: 0.1,ZLabel,cashtags,conversation_id,created_at,date,day,geo,has_media,hashtags,hour,id,img_urls,is_replied,is_reply_to,likes,link,links,name,near,nlikes,nreplies,nretweets,parent_tweet_id,place,quote_url,replies,reply_to,reply_to_users,retweet,retweet_date,retweet_id,retweets,screen_name,search,source,text,text_html,timestamp,timestamp_epochs,timezone,trans_dest,trans_src,translate,tweet,tweet_id,tweet_url,user_id,user_id_str,user_rt,user_rt_id,username,video_url,tweet_processed,pred,pred_raw
342,1.0,tell your friends to comment here #we want smog tower if we get more suggestions for smog tower then it will be included in manifesto best eg is beijing from 500 to 50 aqi,298.0,311.0,1,[],1.21e+18,1578440048000.0,2020-01-07 23:34:08,2.0,,,['#we'],23.0,1.21e+18,,,,,https://twitter.com/aapmla1/status/1214691717993119751,,aapmla,,0.0,0.0,0.0,,,,,"[{'user_id': '1199924594066345984', 'username': 'aapmla1'}, {'user_id': '2337896780', 'username': 'adnan14ali'}, {'user_id': '135485344', 'username': 'drajoykumar'}]",,False,,,,,smog tower,,,,,,UTC,,,,"Tell your friends to comment here #we want smog tower if we get more suggestions for smog tower then it will be included in manifesto
Best eg is Beijing from 500 to 50 aqi",,,1199924594066345984,1.2e+18,,,aapmla1,,tell your friends to comment here #we want smog tower if we get more suggestions for smog tower then it will be included in manifesto best eg is beijing from 500 to 50 aqi,0,0.9002719521522522
350,1.0,delhi's first smog tower has been set up in lajpat nagar & it can remove 80% of the pollutants …,342.0,357.0,1,[],1.21e+18,1578251832000.0,2020-01-05 19:17:12,7.0,,,[],19.0,1.21e+18,,,,,https://twitter.com/Sunny97168/status/1213902286294061056,,Ved prakash,,0.0,0.0,0.0,,,,,"[{'user_id': '138536676', 'username': 'Sunny97168'}]",,False,,,,,smog tower,,,,,,UTC,,,,Delhi's First Smog Tower Has Been Set Up In Lajpat Nagar & It Can Remove 80% Of The Pollutants  https://so.city/delhi/article/delhis-first-smog-tower-has-been-set-up-in-lajpat-nagar-it-can-remove-80-of-the-pollutants …,,,138536676,138536676.0,,,Sunny97168,,delhi's first smog tower has been set up in lajpat nagar & it can remove 80% of the pollutants …,0,0.9995323419570923
351,1.0,need of the hour? delhi gets its first smog tower to combat air pollution! …,341.0,356.0,1,[],1.21e+18,1578252612000.0,2020-01-05 19:30:12,7.0,,,[],19.0,1.21e+18,,,,,https://twitter.com/rajesh_coolll/status/1213905555108052997,,Rajesh Panda,,0.0,0.0,0.0,,,,,"[{'user_id': '72088287', 'username': 'rajesh_coolll'}]",,False,,,,,smog tower,,,,,,UTC,,,,Need Of The Hour? Delhi Gets Its First Smog Tower To Combat Air Pollution!  https://www.whatshot.in/delhi-ncr/need-of-the-hour-delhi-gets-its-first-smog-tower-to-combat-air-pollution-c-19385 …,,,72088287,72088287.0,,,rajesh_coolll,,need of the hour? delhi gets its first smog tower to combat air pollution! …,1,0.8965094089508057
358,1.0,"sir, thank you! you are the first one to care for delhi pollution. has played only blame game politics in the last 5 years. honestly speaking delhi needs one smog tower in every vidhansabha. …",184.0,192.0,1,[],1.22e+18,1579706220000.0,2020-01-22 15:17:00,3.0,,,[],15.0,1.22e+18,,,,,https://twitter.com/DeepakK08257834/status/1220002428998701056,,दीपक कुमार,,0.0,0.0,0.0,,,https://twitter.com/TajinderBagga/status/1219966626063216641,,"[{'user_id': '1135590414990434314', 'username': 'DeepakK08257834'}, {'user_id': '711694309', 'username': 'AamAadmiParty'}]",,False,,,,,smog tower,,,,,,UTC,,,,"Sir, thank you! 
You are the first one to care for Delhi pollution. @AamAadmiParty has played only blame game politics in the last 5 years. Honestly speaking Delhi needs one smog tower in every vidhansabha.  https://twitter.com/TajinderBagga/status/1219966626063216641 …",,,1135590414990434314,1.14e+18,,,DeepakK08257834,,"sir, thank you! you are the first one to care for delhi pollution. has played only blame game politics in the last 5 years. honestly speaking delhi needs one smog tower in every vidhansabha. …",1,0.9982306361198425
361,1.0,"not having a clear cm face with delayed focussed development campaign and announcement of 5 yr manifestos was one of the decisive factor too. no bjp leaders spoke about 'smog tower' initiative to tackle pollution. only india vs pakistan, personal attacks slogan were raised.",21.0,23.0,1,[],1.23e+18,1582448673000.0,2020-02-23 9:04:33,7.0,,,[],9.0,1.23e+18,,,,,https://twitter.com/arvins08singh/status/1231505109617541120,,Arvind Singh,,0.0,0.0,0.0,,,,,"[{'user_id': '810033016684810241', 'username': 'arvins08singh'}, {'user_id': '46062566', 'username': 'indiantweeter'}]",,False,,,,,smog tower,,,,,,UTC,,,,"Not having a clear CM face with delayed focussed development campaign and announcement of 5 yr manifestos was one of the decisive factor too. No BJP leaders spoke about 'smog tower'  initiative  to tackle pollution. Only India vs Pakistan, personal attacks slogan were raised.",,,810033016684810241,8.1e+17,,,arvins08singh,,"not having a clear cm face with delayed focussed development campaign and announcement of 5 yr manifestos was one of the decisive factor too. no bjp leaders spoke about 'smog tower' initiative to tackle pollution. only india vs pakistan, personal attacks slogan were raised.",-1,0.9986341595649719
367,1.0,"“i do feel better,” expresses a manager at a restaurant near the world’s largest air purifier or smog tower, in...",1034.0,1378.0,1,[],9.58e+17,1517342908000.0,2018-01-30 20:08:28,2.0,,,[],20.0,9.58e+17,,,,,https://twitter.com/greenoptimistic/status/958431739201847296,,The Green Optimistic,,0.0,0.0,0.0,,,,,"[{'user_id': '13261032', 'username': 'greenoptimistic'}]",,False,,,,,smog tower,,,,,,UTC,,,,"“I do feel better,” expresses a manager at a restaurant near the world’s largest air purifier or smog tower, in...  https://fb.me/1whB87LXY ",,,13261032,13261032.0,,,greenoptimistic,,"“i do feel better,” expresses a manager at a restaurant near the world’s largest air purifier or smog tower, in...",0,0.762595534324646
375,1.0,"smog tower at traffic junctions can also help. instead of planting trees and making gardens. small isolated patches of forests must be made . again ,all this is useless unless there is electrification of vehicles which is happening in a pathetic pace in india.",71.0,77.0,1,[],1.22e+18,1580887912000.0,2020-02-05 7:31:52,3.0,,,[],7.0,1.22e+18,,,,,https://twitter.com/vishnuLD24/status/1224958803327586304,,Vishnu L D,,0.0,0.0,0.0,,,,,"[{'user_id': '706503708624879617', 'username': 'vishnuLD24'}, {'user_id': '1025044690083573760', 'username': 'BhavreenMK'}, {'user_id': '19929890', 'username': 'BDUTT'}, {'user_id': '405427035', 'username': 'ArvindKejriwal'}]",,False,,,,,smog tower,,,,,,UTC,,,,"Smog tower at traffic junctions can  also help.
Instead of planting trees and making gardens. Small isolated patches of forests must be made .
Again ,All this is useless unless there is electrification of vehicles which is happening in a pathetic pace in india.",,,706503708624879617,7.07e+17,,,vishnuLD24,,"smog tower at traffic junctions can also help. instead of planting trees and making gardens. small isolated patches of forests must be made . again ,all this is useless unless there is electrification of vehicles which is happening in a pathetic pace in india.",1,0.994246780872345
383,1.0,13. smog tower to reduce delhi pollution 14. gst implementation 15. digital india,106.0,112.0,1,[],1.22e+18,1579942930000.0,2020-01-25 9:02:10,6.0,,,[],9.0,1.22e+18,,,,,https://twitter.com/Manish_x_Sharma/status/1220995264661479425,,Manish Sharma (मनीष शर्मा) 💯% FB,,0.0,0.0,0.0,,,,,"[{'user_id': '419824530', 'username': 'Manish_x_Sharma'}, {'user_id': '914705634385215488', 'username': 'MulnivasiRahul'}, {'user_id': '405427035', 'username': 'ArvindKejriwal'}]",,False,,,,,smog tower,,,,,,UTC,,,,"13. Smog tower to reduce Delhi Pollution
14. GST implementation
15. Digital India",,,419824530,419824530.0,,,Manish_x_Sharma,,13. smog tower to reduce delhi pollution 14. gst implementation 15. digital india,1,0.9984707236289978
384,1.0,bjp is on the on the india na why are they not installing smog tower. only power in delhi to install. wht u did in up since three they are in power na wht about education security system.,97.0,103.0,1,[],1.22e+18,1580124699000.0,2020-01-27 11:31:39,1.0,,,[],11.0,1.22e+18,,,,,https://twitter.com/drriyazul6568/status/1221757659533078528,,Riyajul haque,,1.0,0.0,0.0,,,,,"[{'user_id': '538670609', 'username': 'drriyazul6568'}, {'user_id': '461841349', 'username': 'ZeeNews'}]",,False,,,,,smog tower,,,,,,UTC,,,,BJP is on the on the India na why are they not installing smog tower. Only power in delhi to install. Wht u did in UP since three they are in power na wht about  education  security  system.,,,538670609,538670609.0,,,drriyazul6568,,bjp is on the on the india na why are they not installing smog tower. only power in delhi to install. wht u did in up since three they are in power na wht about education security system.,1,0.98316490650177
388,1.0,don't know about everyone but has made pollution a big issue & promised in his manifesto that if he is elected then he would install anti smog tower( like the one which gambhir installed) within 3 months. #delhielections,76.0,82.0,1,[],1.22e+18,1580733326000.0,2020-02-03 12:35:26,1.0,,,['#delhielections'],12.0,1.22e+18,,,,,https://twitter.com/jainayush10/status/1224310426361425921,,Ayush Jain,,1.0,1.0,0.0,,,,,"[{'user_id': '129674062', 'username': 'jainayush10'}, {'user_id': '2262932935', 'username': 'nayanikaaa'}, {'user_id': '2953717680', 'username': 'smyltr'}, {'user_id': '85462891', 'username': 'TajinderBagga'}]",,False,,,,,smog tower,,,,,,UTC,,,,Don't know about everyone but @TajinderBagga has made pollution a big issue & promised in his manifesto that if he is elected then he would install Anti Smog tower( like the one which Gambhir installed) within 3 months. #DelhiElections,,,129674062,129674062.0,,,jainayush10,,don't know about everyone but has made pollution a big issue & promised in his manifesto that if he is elected then he would install anti smog tower( like the one which gambhir installed) within 3 months. #delhielections,1,0.9639816880226135
390,1.0,"after the success of lajpat nagar’s smog tower, the sc has asked the center & delhi government to set up two other smog towers at connaught place & anand vihar within the next three months. get air around you tested today reach us at 7304512618. #sundaymotivation #airpollution",220.0,231.0,1,[],1.22e+18,1579406400000.0,2020-01-19 4:00:00,7.0,,,"['#sundaymotivation', '#airpollution']",4.0,1.22e+18,,,,,https://twitter.com/Equinox_Labs/status/1218744892479942656,,Equinox Labs,,1.0,0.0,0.0,,,,,"[{'user_id': '92285968', 'username': 'Equinox_Labs'}]",,False,,,,,smog tower,,,,,,UTC,,,,"After the success of Lajpat Nagar’s Smog tower, the SC has asked the Center & Delhi Government to set up two other Smog towers at Connaught Place & Anand Vihar within the next three months.
Get air around you tested today
Reach us at 7304512618. #SundayMotivation #AirPollution pic.twitter.com/ieRFkZhjIS",,,92285968,92285968.0,,,Equinox_Labs,,"after the success of lajpat nagar’s smog tower, the sc has asked the center & delhi government to set up two other smog towers at connaught place & anand vihar within the next three months. get air around you tested today reach us at 7304512618. #sundaymotivation #airpollution",1,0.9986739158630371
391,1.0,"#delhiairpollution delhi govt is not concernd about installation of smog tower in delhi,we are living in a gas chamber ,in election period they promised for smog tower at each and every red light, but now they are enjoying on tax payers money,fulfilling their political dreams.",687.0,804.0,1,[],1.19e+18,1573663338000.0,2019-11-13 16:42:18,3.0,,,['#delhiairpollution'],16.0,1.19e+18,,,,,https://twitter.com/msharmakapil/status/1194656744170876933,,Kapil Sharma,,1.0,1.0,0.0,,,,,"[{'user_id': '140921853', 'username': 'msharmakapil'}]",,False,,,,,smog tower,,,,,,UTC,,,,"#DelhiAirPollution Delhi govt is not concernd about installation of  smog tower in Delhi,we  are living in a gas chamber ,in election period they promised for smog tower at  each and every red light, but now they are enjoying on tax payers money,fulfilling their political dreams.",,,140921853,140921853.0,,,msharmakapil,,"#delhiairpollution delhi govt is not concernd about installation of smog tower in delhi,we are living in a gas chamber ,in election period they promised for smog tower at each and every red light, but now they are enjoying on tax payers money,fulfilling their political dreams.",1,0.9953912496566772
407,1.0,sir plz have consultation with delhi govt to install smog tower delhi is choking.,692.0,820.0,1,[],1.14e+18,1573628854000.0,2019-11-13 7:07:34,3.0,,,[],7.0,1.19e+18,,,,,https://twitter.com/pkmkbzindabad/status/1194512110081851392,,pkmkbzindabad,,1.0,1.0,1.0,,,,,"[{'user_id': '1157680464678703104', 'username': 'pkmkbzindabad'}, {'user_id': '1002408178632413184', 'username': 'tmiller_unimelb'}, {'user_id': '1059236019952738304', 'username': 'PavneetPuri'}]",,False,,,,,smog tower,,,,,,UTC,,,,"@PavneetPuri sir plz have consultation with Delhi govt to install smog tower
 Delhi is choking.",,,1157680464678703104,1.16e+18,,,pkmkbzindabad,,sir plz have consultation with delhi govt to install smog tower delhi is choking.,0,0.5743588805198669
419,1.0,smog tower in delhi are need of the hour. china is already using the same for better aqi. as part of csr your company must take initiative to establish same in delhi. your one step forward will help delhi people a lot & will also set example in front of other mncs.,737.0,895.0,1,[],1.19e+18,1573042267000.0,2019-11-06 12:11:07,3.0,,,[],12.0,1.19e+18,,,,,https://twitter.com/abhaysingla13/status/1192051783129948161,,Abhay Singla,,0.0,0.0,0.0,,,,,"[{'user_id': '706550358315819009', 'username': 'abhaysingla13'}, {'user_id': '34197952', 'username': 'anandmahindra'}]",,False,,,,,smog tower,,,,,,UTC,,,,@anandmahindra Smog tower in Delhi are need of the hour. China is already using the same for better AQI. As part of CSR your company must take initiative to establish same in Delhi. Your one step forward will help Delhi people a lot & will also set example in front of other MNCs.,,,706550358315819009,7.07e+17,,,abhaysingla13,,smog tower in delhi are need of the hour. china is already using the same for better aqi. as part of csr your company must take initiative to establish same in delhi. your one step forward will help delhi people a lot & will also set example in front of other mncs.,1,0.9987701773643494
426,1.0,delhi gets its 1st 20-foot-tall 'smog tower' to purify the air amid high pollution levels in the city. the equipment costing 7 lakh has been installed with mp 's help! #stoppollution #delhiairquality #delhismog,454.0,491.0,1,[],1.21e+18,1578058320000.0,2020-01-03 13:32:00,5.0,,,"['#stoppollution', '#delhiairquality', '#delhismog']",13.0,1.21e+18,,,,,https://twitter.com/NitishKaliaLive/status/1213090635227418626,,Nitish Kalia,,1.0,0.0,0.0,,,,,"[{'user_id': '447391123', 'username': 'NitishKaliaLive'}, {'user_id': '99448420', 'username': 'GautamGambhir'}, {'user_id': '994894984380846088', 'username': 'bjpdelhiwest'}]",,False,,,,,smog tower,,,,,,UTC,,,,"Delhi gets its 1st 20-foot-tall 'smog tower' to purify the air amid high pollution levels in the city. The equipment costing 7 lakh has been installed with MP @GautamGambhir 's help!
#StopPollution #DelhiAirQuality #DelhiSmog
@bjpdelhiwest pic.twitter.com/G7bqP7VIBk",,,447391123,447391123.0,,,NitishKaliaLive,,delhi gets its 1st 20-foot-tall 'smog tower' to purify the air amid high pollution levels in the city. the equipment costing 7 lakh has been installed with mp 's help! #stoppollution #delhiairquality #delhismog,1,0.9988465309143066
435,1.0,delhi gets its first ₹7 lakh 20-foot-tall 'smog tower' to purify air #step-by-step,482.0,521.0,1,[],1.21e+18,1578047733000.0,2020-01-03 10:35:33,5.0,,,['#step'],10.0,1.21e+18,,,,,https://twitter.com/ShaundhVinti/status/1213046230953025537,,vinti shaundh,,0.0,0.0,1.0,,,,,"[{'user_id': '1186867946460762112', 'username': 'ShaundhVinti'}]",,False,,,,,smog tower,,,,,,UTC,,,,"Delhi gets its first ₹7 lakh 20-foot-tall 'smog tower' to purify air 
 https://shrts.in/93Yx 
#step-by-step",,,1186867946460762112,1.19e+18,,,ShaundhVinti,,delhi gets its first ₹7 lakh 20-foot-tall 'smog tower' to purify air #step-by-step,1,0.9987427592277527
448,1.0,news of the day!! this was all what our capital city wanted! #newsalert #smogtower #smog #airpollution #delhi …,513.0,558.0,1,[],1.21e+18,1578036866000.0,2020-01-03 7:34:26,5.0,,,"['#newsalert', '#smogtower', '#smog', '#airpollution', '#delhi']",7.0,1.21e+18,,,,,https://twitter.com/grg0402/status/1213000653779267586,,Ashish garg,,2.0,0.0,1.0,,,,,"[{'user_id': '337681731', 'username': 'grg0402'}]",,False,,,,,smog tower,,,,,,UTC,,,,"News of the day!!
This was all what our capital city wanted!

#NewsAlert #SmogTower #smog
#AirPollution #Delhi https://m.hindustantimes.com/delhi-news/delhi-gets-1st-smog-tower-today-5-things-about-the-air-purifier-at-lajpat-nagar/story-jjx9ki6YVqmbvi71pJKSZL.html?utm_campaign=fullarticle&utm_medium=referral&utm_source=inshorts …",,,337681731,337681731.0,,,grg0402,,news of the day!! this was all what our capital city wanted! #newsalert #smogtower #smog #airpollution #delhi …,1,0.9828525185585022
455,1.0,"traders association lajpat nagar with support of east delhi mp have installed the first smog tower of delhi. this giant air purifier shall approximately treat 6,00,000 cubic meter air per day. this is a first such installation in delhi as well as in india.",498.0,538.0,1,[],1.21e+18,1578044363000.0,2020-01-03 9:39:23,5.0,,,[],9.0,1.21e+18,,,,,https://twitter.com/saburikatha/status/1213032094852534272,,ସବୁରିକଥା,,5.0,0.0,4.0,,,,,"[{'user_id': '627277334', 'username': 'saburikatha'}, {'user_id': '99448420', 'username': 'GautamGambhir'}]",,False,,,,,smog tower,,,,,,UTC,,,,"Traders Association Lajpat Nagar with support of East Delhi MP @GautamGambhir have installed the first smog tower of Delhi. This giant air purifier shall approximately treat 6,00,000 cubic meter air per day. This is a first such installation in Delhi as well as in  India.  pic.twitter.com/Rkc2Vh4Xua",,,627277334,627277334.0,,,saburikatha,,"traders association lajpat nagar with support of east delhi mp have installed the first smog tower of delhi. this giant air purifier shall approximately treat 6,00,000 cubic meter air per day. this is a first such installation in delhi as well as in india.",1,0.9972259402275085
457,1.0,china builds world's largest air purifier as an experiment to fight air pollution. and the test runs for the smog tower show that it is on the right track. a similar move is being taken by india today in delhi...🇮🇳,496.0,536.0,1,[],1.21e+18,1578044834000.0,2020-01-03 9:47:14,5.0,,,[],9.0,1.21e+18,,,,,https://twitter.com/AnshiGupta23/status/1213034072580116485,,Anshi Gupta,,0.0,0.0,0.0,,,,,"[{'user_id': '1075447501384245248', 'username': 'AnshiGupta23'}]",,False,,,,,smog tower,,,,,,UTC,,,,"China builds world's largest air purifier as an experiment to fight air pollution. And the test runs for the smog tower show that it is on the right track.

A similar move is Being Taken By India Today In Delhi...🇮🇳  pic.twitter.com/8tXk17698r",,,1075447501384245248,1.08e+18,,,AnshiGupta23,,china builds world's largest air purifier as an experiment to fight air pollution. and the test runs for the smog tower show that it is on the right track. a similar move is being taken by india today in delhi...🇮🇳,1,0.9985259175300598
458,1.0,"#savitribaiphul delhi gets its first smog tower to combat air pollution in lajpat nagar. the traders body said the equipment cost of the smog tower came to about rs 7 lakh, which is being borne by the gautam gambhir foundation, an ngo being run by the parliamentarian.",494.0,534.0,1,[],1.21e+18,1578045427000.0,2020-01-03 9:57:07,5.0,,,['#savitribaiphul'],9.0,1.21e+18,,,,,https://twitter.com/ramkripaltomar1/status/1213036561161281538,,ramkripal tomar,,0.0,0.0,0.0,,,,,"[{'user_id': '612541422', 'username': 'ramkripaltomar1'}]",,False,,,,,smog tower,,,,,,UTC,,,,"#savitribaiphul Delhi gets its first smog tower to combat air pollution in Lajpat nagar. The traders body said the equipment cost of the smog tower came to about Rs 7 lakh, which is being borne by the Gautam Gambhir Foundation, an NGO being run by the parliamentarian.",,,612541422,612541422.0,,,ramkripaltomar1,,"#savitribaiphul delhi gets its first smog tower to combat air pollution in lajpat nagar. the traders body said the equipment cost of the smog tower came to about rs 7 lakh, which is being borne by the gautam gambhir foundation, an ngo being run by the parliamentarian.",1,0.976813793182373
462,1.0,"why not implement this solution like smog tower or smog bike... on all buses, taxis and service vehicles from all cities?",1128.0,1522.0,1,[],8.67e+17,1495487302000.0,2017-05-22 21:08:22,1.0,,,[],21.0,8.67e+17,,,,,https://twitter.com/dcoscu/status/866762685584683012,,Daniel Cosculluela 🎗️ #FreePoliticalPrisioners,,3.0,0.0,1.0,,,,,"[{'user_id': '442697815', 'username': 'dcoscu'}, {'user_id': '716349301', 'username': 'SRoosegaarde'}]",,False,,,,,smog tower,,,,,,UTC,,,,"@SRoosegaarde 
Why not implement this solution like smog tower or smog bike... on all buses, taxis and service vehicles from all cities?",,,442697815,442697815.0,,,dcoscu,,"why not implement this solution like smog tower or smog bike... on all buses, taxis and service vehicles from all cities?",1,0.9964750409126282
465,,"… thanks supreme court for intervene,kindly install smog tower urgently at mayur vihar ph-3 due to24/7high pollution created by garbage dumped, sttp plant&slaughter house🙏",240.0,252.0,1,[],1.19e+18,1579152328000.0,2020-01-16 5:25:28,4.0,,,[],5.0,1.22e+18,,,,,https://twitter.com/VINODKNAIR0/status/1217679237932437505,,VINOD K NAIR,,5.0,3.0,9.0,,,,,"[{'user_id': '795091425637502976', 'username': 'VINODKNAIR0'}, {'user_id': '471741741', 'username': 'PMOIndia'}, {'user_id': '405427035', 'username': 'ArvindKejriwal'}, {'user_id': '815473030868545537', 'username': 'LtGovDelhi'}, {'user_id': '2881927255', 'username': 'SupremeCourtIND'}, {'user_id': '1062966155529347072', 'username': 'ControlDelhi'}, {'user_id': '1056904937932709888', 'username': 'CPCB_OFFICIAL'}]",,False,,,,,smog tower,,,,,,UTC,,,," https://www.newindianexpress.com/cities/delhi/2020/jan/15/install-smog-towers-at-connaught-place-anand-vihar-in-three-months-sc-2089996.html …
@PMOIndia @ArvindKejriwal @LtGovDelhi @SupremeCourtIND @ControlDelhi @CPCB_OFFICIAL  Thanks supreme court for intervene,Kindly install smog tower urgently at MAYUR VIHAR PH-3 due to24/7high pollution created by garbage dumped, STTP plant&slaughter house🙏",,,795091425637502976,7.95e+17,,,VINODKNAIR0,,"… thanks supreme court for intervene,kindly install smog tower urgently at mayur vihar ph-3 due to24/7high pollution created by garbage dumped, sttp plant&slaughter house🙏",1,0.9987773299217224
467,,"good, sc ordered centre to fund smog tower …",242.0,254.0,1,[],1.22e+18,1579146807000.0,2020-01-16 3:53:27,4.0,,,[],3.0,1.22e+18,,,,,https://twitter.com/singh_biswajeet/status/1217656079661715458,,Biswajeet,,5.0,0.0,2.0,,,,,"[{'user_id': '128984274', 'username': 'singh_biswajeet'}]",,False,,,,,smog tower,,,,,,UTC,,,,"Good, SC ordered Centre to fund Smog Tower  https://twitter.com/MirrorNow/status/1217651886221692929 …",,,128984274,128984274.0,,,singh_biswajeet,,"good, sc ordered centre to fund smog tower …",1,0.835700511932373
472,,"delhi now has an ‘anti-smog tower’ but it’s not the solution to air pollution, say experts - … #startups #entrepreneurship #crazyaboutstartups",285.0,298.0,-1,[],1.21e+18,1578499440000.0,2020-01-08 16:04:00,3.0,,,"['#startups', '#entrepreneurship', '#crazyaboutstartups']",16.0,1.21e+18,,,,,https://twitter.com/aboutStartups/status/1214940828386246656,,Crazy about Startups,,0.0,0.0,0.0,,,,,"[{'user_id': '610206365', 'username': 'aboutStartups'}]",,False,,,,,smog tower,,,,,,UTC,,,,"Delhi Now Has An ‘Anti-Smog Tower’ But It’s Not The Solution To Air Pollution, Say Experts -  https://www.crazyaboutstartups.com/delhi-now-has-an-anti-smog-tower-but-its-not-the-solution-to-air-pollution-say-experts/ … #startups #entrepreneurship #crazyaboutstartups pic.twitter.com/TPtUzpYn9d",,,610206365,610206365.0,,,aboutStartups,,"delhi now has an ‘anti-smog tower’ but it’s not the solution to air pollution, say experts - … #startups #entrepreneurship #crazyaboutstartups",-1,0.9989116191864014
477,,the indian express: delhi gets its first smog tower: what is it and how does it work?. … …,339.0,354.0,0,[],1.21e+18,1578271209000.0,2020-01-06 0:40:09,1.0,,,[],0.0,1.21e+18,,,,,https://twitter.com/bhanuteja_g/status/1213983557229527042,,g.bhanuteja,,0.0,0.0,0.0,,,,,"[{'user_id': '606934625', 'username': 'bhanuteja_g'}]",,False,,,,,smog tower,,,,,,UTC,,,,"The Indian Express: Delhi gets its first smog tower: What is it and how does it work?.
 https://indianexpress.com/article/explained/delhi-gets-its-first-smog-tower-what-is-it-and-how-does-it-work-6200858/ …  https://indianexpress.com/article/explained/delhi-gets-its-first-smog-tower-what-is-it-and-how-does-it-work-6200858/ …",,,606934625,606934625.0,,,bhanuteja_g,,the indian express: delhi gets its first smog tower: what is it and how does it work?. … …,0,0.9995404481887817
484,,time to say goodbye to #unhealthy #aqi levels as #delhi welcomes it's very first #smogtower! where do you find? find it on the #moveapp or simply click #airquality #delhicitizen #delhiweather #airqualityindex,437.0,470.0,1,[],1.21e+18,1578064857000.0,2020-01-03 15:20:57,5.0,,,"['#unhealthy', '#aqi', '#delhi', '#smogtower', '#moveapp', '#airquality', '#delhicitizen', '#delhiweather', '#airqualityindex']",15.0,1.21e+18,,,,,https://twitter.com/MapmyIndiaMove/status/1213118052847501313,,MapmyIndia Move,,10.0,0.0,5.0,,,,,"[{'user_id': '1133604244513120258', 'username': 'MapmyIndiaMove'}]",,False,,,,,smog tower,,,,,,UTC,,,,"Time to say goodbye to #unhealthy #AQI levels as #Delhi welcomes it's very first #SmogTower!

Where do you find?

Find it on the #MoveApp  http://MapmyIndia.com/move  OR simply click  http://eLoc.me/PWNXPZ 
#AirQuality #delhicitizen #DelhiWeather #Airqualityindex pic.twitter.com/eQXJRLioeI",,,1133604244513120258,1.13e+18,,,MapmyIndiaMove,,time to say goodbye to #unhealthy #aqi levels as #delhi welcomes it's very first #smogtower! where do you find? find it on the #moveapp or simply click #airquality #delhicitizen #delhiweather #airqualityindex,-1,0.9958460927009583
493,,"to tackle pollution, smog tower to come up in delhi",616.0,685.0,0,[],1.2e+18,1574711551000.0,2019-11-25 19:52:31,1.0,,,[],19.0,1.2e+18,,,,,https://twitter.com/IndianExpress/status/1199053269407916032,,The Indian Express,,7.0,2.0,3.0,,,,,"[{'user_id': '38647512', 'username': 'IndianExpress'}]",,False,,,,,smog tower,,,,,,UTC,,,,"To tackle pollution, smog tower to come up in Delhi

 http://bit.ly/2KSnSny ",,,38647512,38647512.0,,,IndianExpress,,"to tackle pollution, smog tower to come up in delhi",0,0.9995245933532715
494,,"on lines of china, delhi may get anti-smog tower by next winter via delhi might need 100 such ...but why wait till next winter",647.0,729.0,0,[],1.2e+18,1574021823000.0,2019-11-17 20:17:03,7.0,,,[],20.0,1.2e+18,,,,,https://twitter.com/siddarthpaim/status/1196160341345849345,,Siddarth Pai,,11.0,0.0,4.0,,,,,"[{'user_id': '265814274', 'username': 'siddarthpaim'}, {'user_id': '134758540', 'username': 'timesofindia'}]",,False,,,,,smog tower,,,,,,UTC,,,,"On lines of China, Delhi may get anti-smog tower by next winter  http://toi.in/HxVkgb/a24gj  via @timesofindia
Delhi might need 100 such ...but why wait till next winter",,,265814274,265814274.0,,,siddarthpaim,,"on lines of china, delhi may get anti-smog tower by next winter via delhi might need 100 such ...but why wait till next winter",1,0.6482676267623901
499,,#delhipollution *delhi area: 1484 sq. km.* *1 smog tower cleans area: pi×3×3= 28 sq. km.* *total smog tower required: 1484÷28 = 53.* *one smog tower cost = 2 crore.* *total one time cost required to install smog... …,746.0,906.0,0,[],1.19e+18,1573014238000.0,2019-11-06 4:23:58,3.0,,,['#delhipollution'],4.0,1.19e+18,,,,,https://twitter.com/jaspal_negi/status/1191934225009778691,,जसपाल सिंह नेगी,,0.0,0.0,0.0,,,,,"[{'user_id': '74973664', 'username': 'jaspal_negi'}]",,False,,,,,smog tower,,,,,,UTC,,,,"#DelhiPollution
*Delhi Area: 1484 sq. Km.*
*1 Smog Tower cleans area: pi×3×3= 28 sq. Km.*
*Total Smog Tower required: 1484÷28 = 53.*
*One Smog Tower cost = 2 Crore.*
*Total One time Cost required to install Smog...  https://www.facebook.com/1504863257/posts/10215866663848568/ …",,,74973664,74973664.0,,,jaspal_negi,,#delhipollution *delhi area: 1484 sq. km.* *1 smog tower cleans area: pi×3×3= 28 sq. km.* *total smog tower required: 1484÷28 = 53.* *one smog tower cost = 2 crore.* *total one time cost required to install smog... …,0,0.999258816242218
